subject,variable,likert,task,modal,wh,answer,story
AXTXEIVVXTX74,answer,1.0,accept,nomod,how,MO,petra
A14294HZGND1AZ,answer,5.0,accept,nomod,how,MO,petra
A3FIO5T8LH65DM,answer,1.0,accept,nomod,how,MO,petra
A2NHWPJ304YVH0,answer,4.0,accept,nomod,where,MO,chocolate
A3FCZNB9E8K3CX,answer,4.0,accept,nomod,where,MO,chocolate
A2Y7GPMP1H9N7G,answer,4.0,accept,nomod,where,MO,chocolate
A30USRN6IWGIY8,answer,5.0,accept,nomod,where,MO,chocolate
A1ZDR2UN7M92LI,answer,3.0,accept,nomod,where,MO,chocolate
A2JZ79WO4PM0IJ,answer,2.0,accept,nomod,where,MO,chocolate
A2AAFWAAS9C1QC,answer,4.0,accept,nomod,where,MO,chocolate
A3L0DCUXI7X3A9,answer,4.0,accept,nomod,where,MO,chocolate
A69RUK0SZV067,answer,2.0,accept,nomod,where,MO,chocolate
A281NYJUA83Y3Y,answer,3.0,accept,nomod,where,MO,chocolate
ATP43ZVI1RP0C,answer,4.0,accept,nomod,where,MO,chocolate
A26PPHR171P4H4,answer,2.0,accept,nomod,where,MO,chocolate
AOB5RZ3WSAZPS,answer,4.0,accept,nomod,where,MO,chocolate
A2Z70GL7HTFFQR,answer,4.0,accept,nomod,where,MO,chocolate
A1ZUUNIIJSDJBG,answer,4.0,accept,nomod,where,MO,chocolate
AHZK3Z1KHJ0BO,answer,4.0,accept,nomod,where,MO,chocolate
AXTXEIVVXTX74,answer,1.0,accept,nomod,where,MO,chocolate
A14294HZGND1AZ,answer,4.0,accept,nomod,where,MO,chocolate
A3FIO5T8LH65DM,answer,5.0,accept,nomod,where,MO,chocolate
A2NHWPJ304YVH0,answer,4.0,accept,nomod,who,MO,office
A3FCZNB9E8K3CX,answer,3.0,accept,nomod,who,MO,office
A2Y7GPMP1H9N7G,answer,4.0,accept,nomod,who,MO,office
A30USRN6IWGIY8,answer,5.0,accept,nomod,who,MO,office
A1ZDR2UN7M92LI,answer,4.0,accept,nomod,who,MO,office
A2JZ79WO4PM0IJ,answer,1.0,accept,nomod,who,MO,office
A2AAFWAAS9C1QC,answer,3.0,accept,nomod,who,MO,office
A3L0DCUXI7X3A9,answer,2.0,accept,nomod,who,MO,office
A69RUK0SZV067,answer,2.0,accept,nomod,who,MO,office
A281NYJUA83Y3Y,answer,2.0,accept,nomod,who,MO,office
ATP43ZVI1RP0C,answer,3.0,accept,nomod,who,MO,office
A26PPHR171P4H4,answer,3.0,accept,nomod,who,MO,office
AOB5RZ3WSAZPS,answer,2.0,accept,nomod,who,MO,office
A2Z70GL7HTFFQR,answer,3.0,accept,nomod,who,MO,office
A1ZUUNIIJSDJBG,answer,4.0,accept,nomod,who,MO,office
AHZK3Z1KHJ0BO,answer,4.0,accept,nomod,who,MO,office
AXTXEIVVXTX74,answer,1.0,accept,nomod,who,MO,office
A14294HZGND1AZ,answer,5.0,accept,nomod,who,MO,office
A3FIO5T8LH65DM,answer,4.0,accept,nomod,who,MO,office
A2NHWPJ304YVH0,answer,5.0,accept,nomod,how,MO,college
A3FCZNB9E8K3CX,answer,2.0,accept,nomod,how,MO,college
A2Y7GPMP1H9N7G,answer,4.0,accept,nomod,how,MO,college
A30USRN6IWGIY8,answer,5.0,accept,nomod,how,MO,college
A1ZDR2UN7M92LI,answer,3.0,accept,nomod,how,MO,college
A2JZ79WO4PM0IJ,answer,1.0,accept,nomod,how,MO,college
A2AAFWAAS9C1QC,answer,4.0,accept,nomod,how,MO,college
A3L0DCUXI7X3A9,answer,5.0,accept,nomod,how,MO,college
A69RUK0SZV067,answer,2.0,accept,nomod,how,MO,college
A281NYJUA83Y3Y,answer,2.0,accept,nomod,how,MO,college
ATP43ZVI1RP0C,answer,4.0,accept,nomod,how,MO,college
A26PPHR171P4H4,answer,4.0,accept,nomod,how,MO,college
AOB5RZ3WSAZPS,answer,3.0,accept,nomod,how,MO,college
A2Z70GL7HTFFQR,answer,3.0,accept,nomod,how,MO,college
A1ZUUNIIJSDJBG,answer,4.0,accept,nomod,how,MO,college
AHZK3Z1KHJ0BO,answer,4.0,accept,nomod,how,MO,college
AXTXEIVVXTX74,answer,1.0,accept,nomod,how,MO,college
A14294HZGND1AZ,answer,5.0,accept,nomod,how,MO,college
A3FIO5T8LH65DM,answer,3.0,accept,nomod,how,MO,college
A2NHWPJ304YVH0,answer,4.0,accept,nomod,where,MO,hideseek
A3FCZNB9E8K3CX,answer,3.0,accept,nomod,where,MO,hideseek
A2Y7GPMP1H9N7G,answer,4.0,accept,nomod,where,MO,hideseek
A30USRN6IWGIY8,answer,5.0,accept,nomod,where,MO,hideseek
A1ZDR2UN7M92LI,answer,4.0,accept,nomod,where,MO,hideseek
A2JZ79WO4PM0IJ,answer,2.0,accept,nomod,where,MO,hideseek
A2AAFWAAS9C1QC,answer,4.0,accept,nomod,where,MO,hideseek
A3L0DCUXI7X3A9,answer,4.0,accept,nomod,where,MO,hideseek
A69RUK0SZV067,answer,5.0,accept,nomod,where,MO,hideseek
A281NYJUA83Y3Y,answer,3.0,accept,nomod,where,MO,hideseek
ATP43ZVI1RP0C,answer,0.0,accept,nomod,where,MO,hideseek
A26PPHR171P4H4,answer,4.0,accept,nomod,where,MO,hideseek
AOB5RZ3WSAZPS,answer,4.0,accept,nomod,where,MO,hideseek
A2Z70GL7HTFFQR,answer,3.0,accept,nomod,where,MO,hideseek
A1ZUUNIIJSDJBG,answer,4.0,accept,nomod,where,MO,hideseek
AHZK3Z1KHJ0BO,answer,4.0,accept,nomod,where,MO,hideseek
AXTXEIVVXTX74,answer,1.0,accept,nomod,where,MO,hideseek
A14294HZGND1AZ,answer,5.0,accept,nomod,where,MO,hideseek
A3FIO5T8LH65DM,answer,5.0,accept,nomod,where,MO,hideseek
A2NHWPJ304YVH0,answer,5.0,accept,nomod,who,MO,customer
A3FCZNB9E8K3CX,answer,4.0,accept,nomod,who,MO,customer
A2Y7GPMP1H9N7G,answer,5.0,accept,nomod,who,MO,customer
A30USRN6IWGIY8,answer,5.0,accept,nomod,who,MO,customer
A1ZDR2UN7M92LI,answer,3.0,accept,nomod,who,MO,customer
A2JZ79WO4PM0IJ,answer,2.0,accept,nomod,who,MO,customer
A2AAFWAAS9C1QC,answer,3.0,accept,nomod,who,MO,customer
A3L0DCUXI7X3A9,answer,3.0,accept,nomod,who,MO,customer
A69RUK0SZV067,answer,0.0,accept,nomod,who,MO,customer
A281NYJUA83Y3Y,answer,4.0,accept,nomod,who,MO,customer
ATP43ZVI1RP0C,answer,5.0,accept,nomod,who,MO,customer
A26PPHR171P4H4,answer,2.0,accept,nomod,who,MO,customer
AOB5RZ3WSAZPS,answer,2.0,accept,nomod,who,MO,customer
A2Z70GL7HTFFQR,answer,3.0,accept,nomod,who,MO,customer
A1ZUUNIIJSDJBG,answer,5.0,accept,nomod,who,MO,customer
AHZK3Z1KHJ0BO,answer,4.0,accept,nomod,who,MO,customer
AXTXEIVVXTX74,answer,0.0,accept,nomod,who,MO,customer
A14294HZGND1AZ,answer,3.0,accept,nomod,who,MO,customer
A3FIO5T8LH65DM,answer,5.0,accept,nomod,who,MO,customer
A2NHWPJ304YVH0,answer,3.0,accept,nomod,how,MO,holywood
A3FCZNB9E8K3CX,answer,3.0,accept,nomod,how,MO,holywood
A2Y7GPMP1H9N7G,answer,4.0,accept,nomod,how,MO,holywood
A30USRN6IWGIY8,answer,5.0,accept,nomod,how,MO,holywood
A1ZDR2UN7M92LI,answer,3.0,accept,nomod,how,MO,holywood
A2JZ79WO4PM0IJ,answer,1.0,accept,nomod,how,MO,holywood
A2AAFWAAS9C1QC,answer,5.0,accept,nomod,how,MO,holywood
A3L0DCUXI7X3A9,answer,4.0,accept,nomod,how,MO,holywood
A69RUK0SZV067,answer,5.0,accept,nomod,how,MO,holywood
A281NYJUA83Y3Y,answer,3.0,accept,nomod,how,MO,holywood
ATP43ZVI1RP0C,answer,2.0,accept,nomod,how,MO,holywood
A26PPHR171P4H4,answer,1.0,accept,nomod,how,MO,holywood
AOB5RZ3WSAZPS,answer,4.0,accept,nomod,how,MO,holywood
A2Z70GL7HTFFQR,answer,4.0,accept,nomod,how,MO,holywood
A1ZUUNIIJSDJBG,answer,5.0,accept,nomod,how,MO,holywood
AHZK3Z1KHJ0BO,answer,4.0,accept,nomod,how,MO,holywood
AXTXEIVVXTX74,answer,1.0,accept,nomod,how,MO,holywood
A14294HZGND1AZ,answer,5.0,accept,nomod,how,MO,holywood
A3FIO5T8LH65DM,answer,5.0,accept,nomod,how,MO,holywood
A2NHWPJ304YVH0,answer,4.0,accept,nomod,who,MO,intern
A3FCZNB9E8K3CX,answer,3.0,accept,nomod,who,MO,intern
A2Y7GPMP1H9N7G,answer,4.0,accept,nomod,who,MO,intern
A30USRN6IWGIY8,answer,5.0,accept,nomod,who,MO,intern
A1ZDR2UN7M92LI,answer,4.0,accept,nomod,who,MO,intern
A2JZ79WO4PM0IJ,answer,1.0,accept,nomod,who,MO,intern
A2AAFWAAS9C1QC,answer,3.0,accept,nomod,who,MO,intern
A3L0DCUXI7X3A9,answer,3.0,accept,nomod,who,MO,intern
A69RUK0SZV067,answer,2.0,accept,nomod,who,MO,intern
A281NYJUA83Y3Y,answer,2.0,accept,nomod,who,MO,intern
ATP43ZVI1RP0C,answer,5.0,accept,nomod,who,MO,intern
A26PPHR171P4H4,answer,2.0,accept,nomod,who,MO,intern
AOB5RZ3WSAZPS,answer,1.0,accept,nomod,who,MO,intern
A2Z70GL7HTFFQR,answer,4.0,accept,nomod,who,MO,intern
A1ZUUNIIJSDJBG,answer,4.0,accept,nomod,who,MO,intern
AHZK3Z1KHJ0BO,answer,4.0,accept,nomod,who,MO,intern
AXTXEIVVXTX74,answer,0.0,accept,nomod,who,MO,intern
A14294HZGND1AZ,answer,3.0,accept,nomod,who,MO,intern
A3FIO5T8LH65DM,answer,5.0,accept,nomod,who,MO,intern
A2NHWPJ304YVH0,answer,4.0,accept,nomod,where,MO,lights
A3FCZNB9E8K3CX,answer,3.0,accept,nomod,where,MO,lights
A2Y7GPMP1H9N7G,answer,4.0,accept,nomod,where,MO,lights
A30USRN6IWGIY8,answer,5.0,accept,nomod,where,MO,lights
A1ZDR2UN7M92LI,answer,4.0,accept,nomod,where,MO,lights
A2JZ79WO4PM0IJ,answer,2.0,accept,nomod,where,MO,lights
A2AAFWAAS9C1QC,answer,3.0,accept,nomod,where,MO,lights
A3L0DCUXI7X3A9,answer,4.0,accept,nomod,where,MO,lights
A69RUK0SZV067,answer,5.0,accept,nomod,where,MO,lights
A281NYJUA83Y3Y,answer,3.0,accept,nomod,where,MO,lights
ATP43ZVI1RP0C,answer,5.0,accept,nomod,where,MO,lights
A26PPHR171P4H4,answer,3.0,accept,nomod,where,MO,lights
AOB5RZ3WSAZPS,answer,3.0,accept,nomod,where,MO,lights
A2Z70GL7HTFFQR,answer,4.0,accept,nomod,where,MO,lights
A1ZUUNIIJSDJBG,answer,5.0,accept,nomod,where,MO,lights
AHZK3Z1KHJ0BO,answer,4.0,accept,nomod,where,MO,lights
AXTXEIVVXTX74,answer,1.0,accept,nomod,where,MO,lights
A14294HZGND1AZ,answer,5.0,accept,nomod,where,MO,lights
A3FIO5T8LH65DM,answer,4.0,accept,nomod,where,MO,lights
A1PTX4IB9R34LI,answer,3.0,accept,nomod,how,MS,political
APJ3Z84350UWX,answer,5.0,accept,nomod,how,MS,political
A9ZCY6FLUCIU1,answer,5.0,accept,nomod,how,MS,political
A3GO2JCV966XGE,answer,4.0,accept,nomod,how,MS,political
ATBUDLHWESKRT,answer,3.0,accept,nomod,how,MS,political
A1PLQGQ95NICAF,answer,5.0,accept,nomod,how,MS,political
AA402T4YY1S7N,answer,3.0,accept,nomod,how,MS,political
A1H72Y9Z5NJXDS,answer,5.0,accept,nomod,how,MS,political
A1SHLWKA0UH1IS,answer,5.0,accept,nomod,how,MS,political
A32TGAK321JDFF,answer,5.0,accept,nomod,how,MS,political
A3TPW4JUUJDUFI,answer,3.0,accept,nomod,how,MS,political
A27RABV2PS9312,answer,4.0,accept,nomod,how,MS,political
A3E0NQ11HGLK3V,answer,2.0,accept,nomod,how,MS,political
A39Q4SNT7SRK94,answer,5.0,accept,nomod,how,MS,political
A3N8DCHN76QJ8K,answer,5.0,accept,nomod,how,MS,political
A19H44LQJ0TEXF,answer,4.0,accept,nomod,how,MS,political
A22QD6M0A2C77C,answer,3.0,accept,nomod,how,MS,political
A33VGSEJ44ORMF,answer,5.0,accept,nomod,how,MS,political
A3UV55HC87DO9C,answer,4.0,accept,nomod,how,MS,political
A1PTX4IB9R34LI,answer,4.0,accept,nomod,where,MS,fido
APJ3Z84350UWX,answer,4.0,accept,nomod,where,MS,fido
A9ZCY6FLUCIU1,answer,2.0,accept,nomod,where,MS,fido
A3GO2JCV966XGE,answer,4.0,accept,nomod,where,MS,fido
ATBUDLHWESKRT,answer,3.0,accept,nomod,where,MS,fido
A1PLQGQ95NICAF,answer,5.0,accept,nomod,where,MS,fido
AA402T4YY1S7N,answer,5.0,accept,nomod,where,MS,fido
A1H72Y9Z5NJXDS,answer,5.0,accept,nomod,where,MS,fido
A1SHLWKA0UH1IS,answer,4.0,accept,nomod,where,MS,fido
A32TGAK321JDFF,answer,4.0,accept,nomod,where,MS,fido
A3TPW4JUUJDUFI,answer,5.0,accept,nomod,where,MS,fido
A27RABV2PS9312,answer,4.0,accept,nomod,where,MS,fido
A3E0NQ11HGLK3V,answer,3.0,accept,nomod,where,MS,fido
A39Q4SNT7SRK94,answer,5.0,accept,nomod,where,MS,fido
A3N8DCHN76QJ8K,answer,5.0,accept,nomod,where,MS,fido
A19H44LQJ0TEXF,answer,3.0,accept,nomod,where,MS,fido
A22QD6M0A2C77C,answer,2.0,accept,nomod,where,MS,fido
A33VGSEJ44ORMF,answer,5.0,accept,nomod,where,MS,fido
A3UV55HC87DO9C,answer,4.0,accept,nomod,where,MS,fido
A1PTX4IB9R34LI,answer,4.0,accept,nomod,who,MS,vacation
APJ3Z84350UWX,answer,4.0,accept,nomod,who,MS,vacation
A9ZCY6FLUCIU1,answer,3.0,accept,nomod,who,MS,vacation
A3GO2JCV966XGE,answer,2.0,accept,nomod,who,MS,vacation
ATBUDLHWESKRT,answer,2.0,accept,nomod,who,MS,vacation
A1PLQGQ95NICAF,answer,4.0,accept,nomod,who,MS,vacation
AA402T4YY1S7N,answer,5.0,accept,nomod,who,MS,vacation
A1H72Y9Z5NJXDS,answer,3.0,accept,nomod,who,MS,vacation
A1SHLWKA0UH1IS,answer,4.0,accept,nomod,who,MS,vacation
A32TGAK321JDFF,answer,3.0,accept,nomod,who,MS,vacation
A3TPW4JUUJDUFI,answer,4.0,accept,nomod,who,MS,vacation
A27RABV2PS9312,answer,3.0,accept,nomod,who,MS,vacation
A3E0NQ11HGLK3V,answer,3.0,accept,nomod,who,MS,vacation
A39Q4SNT7SRK94,answer,5.0,accept,nomod,who,MS,vacation
A3N8DCHN76QJ8K,answer,5.0,accept,nomod,who,MS,vacation
A19H44LQJ0TEXF,answer,1.0,accept,nomod,who,MS,vacation
A22QD6M0A2C77C,answer,2.0,accept,nomod,who,MS,vacation
A33VGSEJ44ORMF,answer,2.0,accept,nomod,who,MS,vacation
A3UV55HC87DO9C,answer,3.0,accept,nomod,who,MS,vacation
A1PTX4IB9R34LI,answer,3.0,accept,nomod,how,MS,petra
APJ3Z84350UWX,answer,4.0,accept,nomod,how,MS,petra
A9ZCY6FLUCIU1,answer,4.0,accept,nomod,how,MS,petra
A3GO2JCV966XGE,answer,3.0,accept,nomod,how,MS,petra
ATBUDLHWESKRT,answer,4.0,accept,nomod,how,MS,petra
A1PLQGQ95NICAF,answer,4.0,accept,nomod,how,MS,petra
AA402T4YY1S7N,answer,4.0,accept,nomod,how,MS,petra
A1H72Y9Z5NJXDS,answer,1.0,accept,nomod,how,MS,petra
A1SHLWKA0UH1IS,answer,4.0,accept,nomod,how,MS,petra
A32TGAK321JDFF,answer,2.0,accept,nomod,how,MS,petra
A3TPW4JUUJDUFI,answer,4.0,accept,nomod,how,MS,petra
A27RABV2PS9312,answer,3.0,accept,nomod,how,MS,petra
A3E0NQ11HGLK3V,answer,3.0,accept,nomod,how,MS,petra
A39Q4SNT7SRK94,answer,3.0,accept,nomod,how,MS,petra
A3N8DCHN76QJ8K,answer,3.0,accept,nomod,how,MS,petra
A19H44LQJ0TEXF,answer,1.0,accept,nomod,how,MS,petra
A22QD6M0A2C77C,answer,3.0,accept,nomod,how,MS,petra
A33VGSEJ44ORMF,answer,5.0,accept,nomod,how,MS,petra
A3UV55HC87DO9C,answer,3.0,accept,nomod,how,MS,petra
A1PTX4IB9R34LI,answer,2.0,accept,nomod,where,MS,chocolate
APJ3Z84350UWX,answer,4.0,accept,nomod,where,MS,chocolate
A9ZCY6FLUCIU1,answer,4.0,accept,nomod,where,MS,chocolate
A3GO2JCV966XGE,answer,1.0,accept,nomod,where,MS,chocolate
ATBUDLHWESKRT,answer,3.0,accept,nomod,where,MS,chocolate
A1PLQGQ95NICAF,answer,1.0,accept,nomod,where,MS,chocolate
AA402T4YY1S7N,answer,3.0,accept,nomod,where,MS,chocolate
A1H72Y9Z5NJXDS,answer,4.0,accept,nomod,where,MS,chocolate
A1SHLWKA0UH1IS,answer,4.0,accept,nomod,where,MS,chocolate
A32TGAK321JDFF,answer,4.0,accept,nomod,where,MS,chocolate
A3TPW4JUUJDUFI,answer,2.0,accept,nomod,where,MS,chocolate
A27RABV2PS9312,answer,4.0,accept,nomod,where,MS,chocolate
A3E0NQ11HGLK3V,answer,3.0,accept,nomod,where,MS,chocolate
A39Q4SNT7SRK94,answer,5.0,accept,nomod,where,MS,chocolate
A3N8DCHN76QJ8K,answer,5.0,accept,nomod,where,MS,chocolate
A19H44LQJ0TEXF,answer,1.0,accept,nomod,where,MS,chocolate
A22QD6M0A2C77C,answer,4.0,accept,nomod,where,MS,chocolate
A33VGSEJ44ORMF,answer,0.0,accept,nomod,where,MS,chocolate
A3UV55HC87DO9C,answer,3.0,accept,nomod,where,MS,chocolate
A1PTX4IB9R34LI,answer,3.0,accept,nomod,who,MS,office
APJ3Z84350UWX,answer,3.0,accept,nomod,who,MS,office
A9ZCY6FLUCIU1,answer,5.0,accept,nomod,who,MS,office
A3GO2JCV966XGE,answer,2.0,accept,nomod,who,MS,office
ATBUDLHWESKRT,answer,3.0,accept,nomod,who,MS,office
A1PLQGQ95NICAF,answer,2.0,accept,nomod,who,MS,office
AA402T4YY1S7N,answer,3.0,accept,nomod,who,MS,office
A1H72Y9Z5NJXDS,answer,3.0,accept,nomod,who,MS,office
A1SHLWKA0UH1IS,answer,3.0,accept,nomod,who,MS,office
A32TGAK321JDFF,answer,3.0,accept,nomod,who,MS,office
A3TPW4JUUJDUFI,answer,3.0,accept,nomod,who,MS,office
A27RABV2PS9312,answer,3.0,accept,nomod,who,MS,office
A3E0NQ11HGLK3V,answer,3.0,accept,nomod,who,MS,office
A39Q4SNT7SRK94,answer,5.0,accept,nomod,who,MS,office
A3N8DCHN76QJ8K,answer,5.0,accept,nomod,who,MS,office
A19H44LQJ0TEXF,answer,4.0,accept,nomod,who,MS,office
A22QD6M0A2C77C,answer,2.0,accept,nomod,who,MS,office
A33VGSEJ44ORMF,answer,5.0,accept,nomod,who,MS,office
A3UV55HC87DO9C,answer,3.0,accept,nomod,who,MS,office
A1PTX4IB9R34LI,answer,3.0,accept,nomod,how,MS,college
APJ3Z84350UWX,answer,4.0,accept,nomod,how,MS,college
A9ZCY6FLUCIU1,answer,4.0,accept,nomod,how,MS,college
A3GO2JCV966XGE,answer,3.0,accept,nomod,how,MS,college
ATBUDLHWESKRT,answer,2.0,accept,nomod,how,MS,college
A1PLQGQ95NICAF,answer,3.0,accept,nomod,how,MS,college
AA402T4YY1S7N,answer,3.0,accept,nomod,how,MS,college
A1H72Y9Z5NJXDS,answer,0.0,accept,nomod,how,MS,college
A1SHLWKA0UH1IS,answer,4.0,accept,nomod,how,MS,college
A32TGAK321JDFF,answer,4.0,accept,nomod,how,MS,college
A3TPW4JUUJDUFI,answer,5.0,accept,nomod,how,MS,college
A27RABV2PS9312,answer,4.0,accept,nomod,how,MS,college
A3E0NQ11HGLK3V,answer,2.0,accept,nomod,how,MS,college
A39Q4SNT7SRK94,answer,2.0,accept,nomod,how,MS,college
A3N8DCHN76QJ8K,answer,5.0,accept,nomod,how,MS,college
A19H44LQJ0TEXF,answer,1.0,accept,nomod,how,MS,college
A22QD6M0A2C77C,answer,5.0,accept,nomod,how,MS,college
A33VGSEJ44ORMF,answer,5.0,accept,nomod,how,MS,college
A3UV55HC87DO9C,answer,3.0,accept,nomod,how,MS,college
A1PTX4IB9R34LI,answer,4.0,accept,nomod,where,MS,hideseek
APJ3Z84350UWX,answer,4.0,accept,nomod,where,MS,hideseek
A9ZCY6FLUCIU1,answer,4.0,accept,nomod,where,MS,hideseek
A3GO2JCV966XGE,answer,5.0,accept,nomod,where,MS,hideseek
ATBUDLHWESKRT,answer,3.0,accept,nomod,where,MS,hideseek
A1PLQGQ95NICAF,answer,1.0,accept,nomod,where,MS,hideseek
AA402T4YY1S7N,answer,4.0,accept,nomod,where,MS,hideseek
A1H72Y9Z5NJXDS,answer,4.0,accept,nomod,where,MS,hideseek
A1SHLWKA0UH1IS,answer,4.0,accept,nomod,where,MS,hideseek
A32TGAK321JDFF,answer,4.0,accept,nomod,where,MS,hideseek
A3TPW4JUUJDUFI,answer,3.0,accept,nomod,where,MS,hideseek
A27RABV2PS9312,answer,4.0,accept,nomod,where,MS,hideseek
A3E0NQ11HGLK3V,answer,3.0,accept,nomod,where,MS,hideseek
A39Q4SNT7SRK94,answer,5.0,accept,nomod,where,MS,hideseek
A3N8DCHN76QJ8K,answer,5.0,accept,nomod,where,MS,hideseek
A19H44LQJ0TEXF,answer,4.0,accept,nomod,where,MS,hideseek
A22QD6M0A2C77C,answer,3.0,accept,nomod,where,MS,hideseek
A33VGSEJ44ORMF,answer,4.0,accept,nomod,where,MS,hideseek
A3UV55HC87DO9C,answer,3.0,accept,nomod,where,MS,hideseek
A1PTX4IB9R34LI,answer,4.0,accept,nomod,who,MS,customer
APJ3Z84350UWX,answer,4.0,accept,nomod,who,MS,customer
A9ZCY6FLUCIU1,answer,5.0,accept,nomod,who,MS,customer
A3GO2JCV966XGE,answer,4.0,accept,nomod,who,MS,customer
ATBUDLHWESKRT,answer,3.0,accept,nomod,who,MS,customer
A1PLQGQ95NICAF,answer,3.0,accept,nomod,who,MS,customer
AA402T4YY1S7N,answer,3.0,accept,nomod,who,MS,customer
A1H72Y9Z5NJXDS,answer,3.0,accept,nomod,who,MS,customer
A1SHLWKA0UH1IS,answer,4.0,accept,nomod,who,MS,customer
A32TGAK321JDFF,answer,3.0,accept,nomod,who,MS,customer
A3TPW4JUUJDUFI,answer,4.0,accept,nomod,who,MS,customer
A27RABV2PS9312,answer,3.0,accept,nomod,who,MS,customer
A3E0NQ11HGLK3V,answer,3.0,accept,nomod,who,MS,customer
A39Q4SNT7SRK94,answer,5.0,accept,nomod,who,MS,customer
A3N8DCHN76QJ8K,answer,5.0,accept,nomod,who,MS,customer
A19H44LQJ0TEXF,answer,1.0,accept,nomod,who,MS,customer
A22QD6M0A2C77C,answer,3.0,accept,nomod,who,MS,customer
A33VGSEJ44ORMF,answer,3.0,accept,nomod,who,MS,customer
A3UV55HC87DO9C,answer,2.0,accept,nomod,who,MS,customer
A1PTX4IB9R34LI,answer,4.0,accept,nomod,how,MS,holywood
APJ3Z84350UWX,answer,5.0,accept,nomod,how,MS,holywood
A9ZCY6FLUCIU1,answer,5.0,accept,nomod,how,MS,holywood
A3GO2JCV966XGE,answer,4.0,accept,nomod,how,MS,holywood
ATBUDLHWESKRT,answer,3.0,accept,nomod,how,MS,holywood
A1PLQGQ95NICAF,answer,4.0,accept,nomod,how,MS,holywood
AA402T4YY1S7N,answer,4.0,accept,nomod,how,MS,holywood
A1H72Y9Z5NJXDS,answer,3.0,accept,nomod,how,MS,holywood
A1SHLWKA0UH1IS,answer,4.0,accept,nomod,how,MS,holywood
A32TGAK321JDFF,answer,4.0,accept,nomod,how,MS,holywood
A3TPW4JUUJDUFI,answer,1.0,accept,nomod,how,MS,holywood
A27RABV2PS9312,answer,3.0,accept,nomod,how,MS,holywood
A3E0NQ11HGLK3V,answer,3.0,accept,nomod,how,MS,holywood
A39Q4SNT7SRK94,answer,5.0,accept,nomod,how,MS,holywood
A3N8DCHN76QJ8K,answer,5.0,accept,nomod,how,MS,holywood
A19H44LQJ0TEXF,answer,3.0,accept,nomod,how,MS,holywood
A22QD6M0A2C77C,answer,3.0,accept,nomod,how,MS,holywood
A33VGSEJ44ORMF,answer,3.0,accept,nomod,how,MS,holywood
A3UV55HC87DO9C,answer,3.0,accept,nomod,how,MS,holywood
A1PTX4IB9R34LI,answer,4.0,accept,nomod,who,MS,intern
APJ3Z84350UWX,answer,3.0,accept,nomod,who,MS,intern
A9ZCY6FLUCIU1,answer,4.0,accept,nomod,who,MS,intern
A3GO2JCV966XGE,answer,3.0,accept,nomod,who,MS,intern
ATBUDLHWESKRT,answer,3.0,accept,nomod,who,MS,intern
A1PLQGQ95NICAF,answer,2.0,accept,nomod,who,MS,intern
AA402T4YY1S7N,answer,4.0,accept,nomod,who,MS,intern
A1H72Y9Z5NJXDS,answer,3.0,accept,nomod,who,MS,intern
A1SHLWKA0UH1IS,answer,4.0,accept,nomod,who,MS,intern
A32TGAK321JDFF,answer,3.0,accept,nomod,who,MS,intern
A3TPW4JUUJDUFI,answer,4.0,accept,nomod,who,MS,intern
A27RABV2PS9312,answer,3.0,accept,nomod,who,MS,intern
A3E0NQ11HGLK3V,answer,3.0,accept,nomod,who,MS,intern
A39Q4SNT7SRK94,answer,2.0,accept,nomod,who,MS,intern
A3N8DCHN76QJ8K,answer,4.0,accept,nomod,who,MS,intern
A19H44LQJ0TEXF,answer,2.0,accept,nomod,who,MS,intern
A22QD6M0A2C77C,answer,3.0,accept,nomod,who,MS,intern
A33VGSEJ44ORMF,answer,2.0,accept,nomod,who,MS,intern
A3UV55HC87DO9C,answer,2.0,accept,nomod,who,MS,intern
A1PTX4IB9R34LI,answer,3.0,accept,nomod,where,MS,lights
APJ3Z84350UWX,answer,4.0,accept,nomod,where,MS,lights
A9ZCY6FLUCIU1,answer,4.0,accept,nomod,where,MS,lights
A3GO2JCV966XGE,answer,3.0,accept,nomod,where,MS,lights
ATBUDLHWESKRT,answer,3.0,accept,nomod,where,MS,lights
A1PLQGQ95NICAF,answer,5.0,accept,nomod,where,MS,lights
AA402T4YY1S7N,answer,4.0,accept,nomod,where,MS,lights
A1H72Y9Z5NJXDS,answer,4.0,accept,nomod,where,MS,lights
A1SHLWKA0UH1IS,answer,4.0,accept,nomod,where,MS,lights
A32TGAK321JDFF,answer,4.0,accept,nomod,where,MS,lights
A3TPW4JUUJDUFI,answer,2.0,accept,nomod,where,MS,lights
A27RABV2PS9312,answer,3.0,accept,nomod,where,MS,lights
A3E0NQ11HGLK3V,answer,3.0,accept,nomod,where,MS,lights
A39Q4SNT7SRK94,answer,4.0,accept,nomod,where,MS,lights
A3N8DCHN76QJ8K,answer,4.0,accept,nomod,where,MS,lights
A19H44LQJ0TEXF,answer,3.0,accept,nomod,where,MS,lights
A22QD6M0A2C77C,answer,3.0,accept,nomod,where,MS,lights
A33VGSEJ44ORMF,answer,1.0,accept,nomod,where,MS,lights
A3UV55HC87DO9C,answer,2.0,accept,nomod,where,MS,lights
A195ALXEOWXS4A,answer,5.0,accept,nomod,how,MA,political
A3IR7DFEKLLLO,answer,5.0,accept,nomod,how,MA,political
A2AY4ZM3Y9BTYZ,answer,5.0,accept,nomod,how,MA,political
